date,value
2022-01-03,24.85280946716072
2022-01-04,24.718861785022177
2022-01-05,23.81099285308397
2022-01-06,24.41991141666267
2022-01-07,24.37069845675282
2022-01-10,24.09391684965496
2022-01-11,24.556597607255217
2022-01-12,24.475077664265804
2022-01-13,23.977145039383352
2022-01-14,24.375197373725324
2022-01-18,23.365378259869143
2022-01-19,23.47113386161012
2022-01-20,23.156431732537573
2022-01-21,22.17695036756089
2022-01-24,22.68458644405609
2022-01-25,22.012878432282346
2022-01-26,21.627236091636355
2022-01-27,21.62797013894882
2022-01-28,22.113827097143
2022-01-31,22.95533653317279
2022-02-01,23.37595720514417
2022-02-02,23.66907265599238
2022-02-03,18.597520434884395
2022-02-04,18.88564423392845
2022-02-07,17.969827372669144
2022-02-08,17.59191050159125
2022-02-09,18.5363031900019
2022-02-10,18.22230460578608
2022-02-11,17.54157485071085
2022-02-14,17.340727370629573
2022-02-15,17.60358635236167
2022-02-16,17.231706530991293
2022-02-17,16.52903742288183
2022-02-18,16.405692335955376
2022-02-22,16.19337167984644
2022-02-23,15.902487182651424
2022-02-24,16.635708435970955
2022-02-25,16.86649283043486
2022-02-28,16.973663996553153
2022-03-01,16.367203178035904
2022-03-02,16.738801186200327
2022-03-03,16.325378294005326
2022-03-04,16.09131980832778
2022-03-07,15.0786750198408
2022-03-08,15.30891769192889
2022-03-09,15.983702260264597
2022-03-10,15.74766943203031
2022-03-11,15.134574366800225
2022-03-14,15.05551737154094
2022-03-15,15.491137549467584
2022-03-16,16.426914227976663
2022-03-17,16.766536625964658
2022-03-18,17.464335614680486
2022-03-21,17.06098359808174
2022-03-22,17.4772428792235
2022-03-23,17.21990429261572
2022-03-24,17.708029220621423
2022-03-25,17.88948873579386
2022-03-28,18.032236887723585
2022-03-29,18.537904069998177
2022-03-30,18.37580023646191
2022-03-31,17.933039019423394
2022-04-01,18.133854216232
2022-04-04,18.86291822384628
2022-04-05,18.701208189671828
2022-04-06,18.012335182696543
2022-04-07,17.98410268241018
2022-04-08,17.935291616870106
2022-04-11,17.461760551372052
2022-04-12,17.274606876431235
2022-04-13,17.44914150286703
2022-04-14,17.107109486129062
2022-04-18,17.21050512834709
2022-04-19,17.786606556732085
2022-04-20,16.435574712064827
2022-04-21,15.44177415778506
2022-04-22,15.150929126948048
2022-04-25,15.451165096657531
2022-04-26,14.952074037337022
2022-04-27,14.10534463157216
2022-04-28,17.09743368125553
2022-04-29,16.660295193111427
2022-05-02,17.546207034097257
2022-05-03,17.68080653094742
2022-05-04,18.62976459500441
2022-05-05,17.36810066626087
2022-05-06,16.992019746302496
2022-05-09,16.36160472310106
2022-05-10,16.48168377513503
2022-05-11,15.73869464062671
2022-05-12,15.947165217074142
2022-05-13,16.562570358790595
2022-05-16,16.68098164623566
2022-05-17,16.91841386735909
2022-05-18,16.066190297077
2022-05-19,15.98572658214444
2022-05-20,16.173754627548856
2022-05-23,16.39855260189
2022-05-24,15.167209109685077
2022-05-25,15.38056073827381
2022-05-26,16.03316571980662
2022-05-27,16.341177455814876
2022-05-31,16.216397286638365
2022-06-01,15.79767188675561
2022-06-02,16.70348500245244
2022-06-03,16.024795679208605
2022-06-06,16.3162625049115
2022-06-07,16.433857189637955
2022-06-08,16.621163582860586
2022-06-09,15.52493692994372
2022-06-10,14.813658569493668
2022-06-13,13.85938119624456
2022-06-14,13.814662627917173
2022-06-15,14.288848201540151
2022-06-16,13.63305084743602
2022-06-17,13.876271186428776
2022-06-21,13.27961171614952
2022-06-22,13.17814381381054
2022-06-23,13.417004732919846
2022-06-24,14.381338742364775
2022-06-27,14.324712643658485
2022-06-28,13.580121703848958
2022-06-29,13.85623124707026
2022-06-30,13.628872078749346
2022-07-01,13.530331853711656
2022-07-05,14.220970837650114
2022-07-06,14.370968561094536
2022-07-07,14.5758206781963
2022-07-08,14.464929656135666
2022-07-11,13.870745228933131
2022-07-12,13.903957352211922
2022-07-13,13.965506931907983
2022-07-14,13.539792683960478
2022-07-15,14.164939409808593
2022-07-18,14.38253076810578
2022-07-19,15.36834006536941
2022-07-20,16.007448984917847
2022-07-21,16.06359841439893
2022-07-22,14.88493567476138
2022-07-25,14.793608521952669
2022-07-26,14.127829560584246
2022-07-27,14.817080096796827
2022-07-28,17.73540349363696
2022-07-29,17.556636982589644
2022-08-01,17.648227232059106
2022-08-02,17.67691815360093
2022-08-03,18.62086463467328
2022-08-04,18.80056433657222
2022-08-05,18.419196261232468
2022-08-08,18.765293300707626
2022-08-09,18.57571148292005
2022-08-10,19.656989176181185
2022-08-11,19.563300487169705
2022-08-12,19.895068668297952
2022-08-15,19.938055243256645
2022-08-16,19.78154002156906
2022-08-17,19.272314441276546
2022-08-18,19.251372263717844
2022-08-19,18.512884950284963
2022-08-22,17.885741866103945
2022-08-23,17.67041403889857
2022-08-24,17.906224293910846
2022-08-25,18.51165341375821
2022-08-26,17.743899095140165
2022-08-29,17.45763641348075
2022-08-30,17.237181244837565
2022-08-31,17.902034896457916
2022-09-01,18.16903265499689
2022-09-02,17.61525952621469
2022-09-06,17.419680921161227
2022-09-07,17.762888310534382
2022-09-08,17.94783764326717
2022-09-09,18.73304169662798
2022-09-12,18.73648491299948
2022-09-13,16.981048382610428
2022-09-14,16.79696596689704
2022-09-15,16.584051365622805
2022-09-16,16.22254011551422
2022-09-19,16.414385042731105
2022-09-20,16.20036151123029
2022-09-21,15.76011621586013
2022-09-22,15.837741330936396
2022-09-23,15.570489149096389
2022-09-26,15.122481342222724
2022-09-27,14.908816612648348
2022-09-28,15.733570357164345
